nreqs,ctxlen,prefixlen,relay,Memory (GB),Lantency (us),KV mem (GB),Prefix KV mem (GB),cache_op,attn_usr,attn_sys,relay_fusion,others
32,128,256,false,0.333447168,500.90915989130735,0.327155808,0.0,16,476,0,0,8.909159891307354
32,128,256,true,0.13631488,210.57724952697754,0.109052,0.00681584,15,161,19,3,12.577249526977539
32,128,512,false,0.551550976,820.4092318192124,0.545259616,0.0,16,796,0,0,8.409231819212437
32,128,512,true,0.1572864,225.8539805188775,0.109052,0.013631584,17,162,31,3,12.853980518877506
32,128,1024,false,0.987758592,1466.0403691232204,0.981467232,0.0,16,1441,0,0,9.040369123220444
32,128,1024,true,0.165675008,240.1652606204152,0.109052,0.027263072,15,158,50,3,14.16526062041521
32,128,2048,false,1.860173824,2746.013542637229,1.853882464,0.0,16,2724,0,0,6.013542637228966
32,128,2048,true,0.190840832,287.32899110764265,0.109052,0.054526048,16,162,92,3,14.32899110764265
32,128,4096,false,3.605004288,5323.997288942337,3.598712928,0.0,17,5297,0,0,9.997288942337036
32,128,4096,true,0.245366784,366.24296102672815,0.109052,0.109052,16,158,173,3,16.242961026728153
32,128,8192,false,7.115636736,10541.471340693533,7.088373856,0.0,17,10504,0,0,20.47134069353342
32,128,8192,true,0.354418688,530.6113930419087,0.109052,0.218103904,16,160,335,3,16.61139304190874
32,128,16384,false,14.088667136,20917.39130206406,14.067695712,0.0,17,20859,0,0,41.391302064061165
32,128,16384,true,0.572522496,867.7330007776618,0.109052,0.436207712,16,163,659,3,26.7330007776618
32,256,64,false,0.278921216,422.1447790041566,0.272629856,0.0,16,399,0,0,7.1447790041565895
32,256,64,true,0.226492416,351.8110513687134,0.218103904,0.001704032,17,314,8,3,9.811051368713379
32,256,128,false,0.333447168,499.6918188408017,0.327155808,0.0,16,477,0,0,6.691818840801716
32,256,128,true,0.245366784,354.98468205332756,0.218103904,0.003407968,17,318,11,3,5.98468205332756
32,256,256,false,0.442499072,656.7358318716288,0.436207712,0.0,16,634,0,0,6.735831871628761
32,256,256,true,0.245366784,365.08691031485796,0.218103904,0.00681584,15,316,18,3,13.08691031485796
32,256,512,false,0.66060288,981.632750481367,0.65431152,0.0,16,957,0,0,8.632750481366998
32,256,512,true,0.266338304,381.6872322931886,0.218103904,0.013631584,19,319,30,3,10.687232293188572
32,256,1024,false,1.096810496,1625.055535696447,1.090519136,0.0,16,1601,0,0,8.055535696446896
32,256,1024,true,0.274726912,416.2375908344984,0.218103904,0.027263072,17,322,51,3,23.237590834498405
32,256,2048,false,1.969225728,2913.104952313006,1.962934368,0.0,17,2884,0,0,12.104952313005924
32,256,2048,true,0.299892736,441.98605231940746,0.218103904,0.054526048,17,316,92,3,13.986052319407463
32,256,4096,false,3.714056192,5483.8665295392275,3.707764832,0.0,17,5457,0,0,9.866529539227486
32,256,4096,true,0.354418688,531.0308700427413,0.218103904,0.109052,17,320,173,3,18.0308700427413
32,256,8192,false,7.22468864,10705.800061114132,7.19742576,0.0,17,10664,0,0,24.800061114132404
32,256,8192,true,0.463470592,682.2008220478892,0.218103904,0.218103904,17,316,334,3,12.200822047889233
32,256,16384,false,14.19771904,21072.183423675597,14.176747616,0.0,17,21024,0,0,31.183423675596714
32,256,16384,true,0.6815744,1006.8495478481054,0.218103904,0.436207712,17,318,661,3,7.849547848105431
64,128,64,false,0.33554432,519.8121909052134,0.327155808,0.0,34,481,0,0,4.812190905213356
64,128,64,true,0.23068672,381.08753971755505,0.218103904,0.001704032,34,322,9,4,12.087539717555046
64,128,128,false,0.444596224,688.3350061252713,0.436207712,0.0,34,643,0,0,11.33500612527132
64,128,128,true,0.249561088,388.49995005875826,0.218103904,0.003407968,34,326,12,4,12.499950058758259
64,128,256,false,0.662700032,1004.0972521528603,0.65431152,0.0,34,966,0,0,4.097252152860278
64,128,256,true,0.249561088,386.00778207182884,0.218103904,0.00681584,33,323,19,4,7.007782071828842
64,128,512,false,1.098907648,1659.7389010712504,1.090519136,0.0,35,1607,0,0,17.73890107125044
64,128,512,true,0.270532608,414.51680008322,0.218103904,0.013631584,35,323,37,4,15.516800083220005
64,128,1024,false,1.97132288,2936.37340888381,1.962934368,0.0,35,2894,0,0,7.373408883810043
64,128,1024,true,0.278921216,436.28846760839224,0.218103904,0.027263072,36,325,55,4,16.28846760839224
64,128,2048,false,3.716153344,5506.059378385544,3.707764832,0.0,35,5458,0,0,13.059378385543823
64,128,2048,true,0.30408704,474.02617055922747,0.218103904,0.054526048,36,323,97,4,14.026170559227467
64,128,4096,false,7.205814272,10640.64908772707,7.19742576,0.0,36,10595,0,0,9.649087727069855
64,128,4096,true,0.358612992,556.076318025589,0.218103904,0.109052,36,321,178,4,17.07631802558899
64,128,8192,false,14.199816192,21079.964279197156,14.176747616,0.0,36,21007,0,0,36.96427919715643
64,128,8192,true,0.467664896,713.8057705014944,0.218103904,0.218103904,35,320,338,4,16.805770501494408
64,128,16384,false,28.173139968,41828.99890933186,28.135391328,0.0,36,41734,0,0,58.99890933185816
64,128,16384,true,0.685768704,1046.6617718338966,0.218103904,0.436207712,34,323,664,4,21.661771833896637
64,256,64,false,0.553648128,844.3011017516255,0.545259616,0.0,34,802,0,0,8.301101751625538
64,256,64,true,0.448790528,700.3587670624256,0.436207712,0.001704032,35,643,9,4,9.358767062425613
64,256,128,false,0.662700032,1003.0971700325608,0.65431152,0.0,34,960,0,0,9.097170032560825
64,256,128,true,0.467664896,697.6801296696067,0.436207712,0.003407968,34,642,12,4,5.680129669606686
64,256,256,false,0.88080384,1325.5678210407495,0.872415328,0.0,33,1285,0,0,7.56782104074955
64,256,256,true,0.467664896,715.9285666421056,0.436207712,0.00681584,34,645,19,4,13.92856664210558
64,256,512,false,1.317011456,1967.0432340353725,1.308622944,0.0,35,1927,0,0,5.043234035372507
64,256,512,true,0.488636416,735.7452902942896,0.436207712,0.013631584,35,642,37,4,17.74529029428959
64,256,1024,false,2.189426688,3251.8971571698785,2.181038176,0.0,36,3209,0,0,6.897157169878483
64,256,1024,true,0.497025024,751.4531910419464,0.436207712,0.027263072,34,641,55,4,17.45319104194641
64,256,2048,false,3.934257152,5829.770066775382,3.92586864,0.0,36,5783,0,0,10.770066775381565
64,256,2048,true,0.522190848,799.1727814078331,0.436207712,0.054526048,35,644,97,4,19.1727814078331
64,256,4096,false,7.42391808,10970.03876697272,7.415529568,0.0,35,10911,0,0,24.038766972720623
64,256,4096,true,0.5767168,880.1040472462773,0.436207712,0.109052,36,644,177,4,19.104047246277332
64,256,8192,false,14.41792,21404.52277380973,14.394851424,0.0,36,21336,0,0,32.52277380973101
64,256,8192,true,0.685768704,1036.2203512340784,0.436207712,0.218103904,36,642,339,4,15.220351234078407
64,256,16384,false,28.391243776,42151.31617151201,28.353495136,0.0,36,42059,0,0,56.31617151200771
64,256,16384,true,0.903872512,1359.4935182482004,0.436207712,0.436207712,36,639,666,4,14.493518248200417
128,128,64,false,0.70254592,1061.7207456380129,0.65431152,0.0,75,974,0,0,12.720745638012886
128,128,64,true,0.484442112,750.1796819269657,0.436207712,0.001704032,77,650,11,7,5.1796819269657135
128,128,128,false,0.920649728,1377.083039842546,0.872415328,0.0,72,1293,0,0,12.083039842545986
128,128,128,true,0.484442112,757.9488400369883,0.436207712,0.003407968,72,648,15,7,15.948840036988258
128,128,256,false,1.356857344,2012.287573888898,1.308622944,0.0,73,1933,0,0,6.287573888897896
128,128,256,true,0.484442112,769.3574484437704,0.436207712,0.00681584,74,653,22,7,13.357448443770409
128,128,512,false,2.229272576,3310.223133303225,2.181038176,0.0,76,3222,0,0,12.22313330322504
128,128,512,true,0.484442112,772.0528496429324,0.436207712,0.013631584,76,650,34,7,5.052849642932415
128,128,1024,false,3.97410304,5866.21402297169,3.92586864,0.0,76,5785,0,0,5.214022971689701
128,128,1024,true,0.499122176,808.545951731503,0.436207712,0.027263072,76,650,60,7,15.54595173150301
128,128,2048,false,7.463763968,11005.122601054609,7.415529568,0.0,78,10929,0,0,-1.8773989453911781
128,128,2048,true,0.538968064,851.223710924387,0.436207712,0.054526048,74,653,112,7,5.223710924386978
128,128,4096,false,14.443085824,21281.545143574476,14.394851424,0.0,77,21199,0,0,5.545143574476242
128,128,4096,true,0.593494016,962.4566696584225,0.436207712,0.109052,74,651,213,7,17.45666965842247
128,128,8192,false,28.431089664,42164.275627583265,28.353495136,0.0,78,42029,0,0,57.275627583265305
128,128,8192,true,0.70254592,1156.8982200697064,0.436207712,0.218103904,74,651,416,7,8.89822006970644
128,128,16384,true,0.920649728,1564.5040292292833,0.436207712,0.436207712,74,652,824,7,7.504029229283333
128,256,64,false,1.138753536,1697.902511805296,1.090519136,0.0,77,1614,0,0,6.902511805295944
128,256,64,true,0.920649728,1393.9721370115876,0.872415328,0.001704032,74,1295,11,7,6.97213701158762
128,256,128,false,1.356857344,2022.745031863451,1.308622944,0.0,74,1939,0,0,9.745031863451004
128,256,128,true,0.920649728,1405.4952282458544,0.872415328,0.003407968,75,1296,15,7,12.495228245854378
128,256,256,false,1.79306496,2655.961117707193,1.74483056,0.0,74,2577,0,0,4.961117707192898
128,256,256,true,0.920649728,1401.692540384829,0.872415328,0.00681584,74,1293,22,7,5.692540384829044
128,256,512,false,2.665480192,3945.160252042115,2.617245792,0.0,76,3864,0,0,5.160252042115189
128,256,512,true,0.920649728,1413.7365389615297,0.872415328,0.013631584,77,1291,35,7,3.7365389615297318
128,256,1024,false,4.410310656,6510.755852796137,4.362076256,0.0,76,6428,0,0,6.755852796137333
128,256,1024,true,0.935329792,1439.2660092562437,0.872415328,0.027263072,76,1285,60,7,11.266009256243706
128,256,2048,false,7.899971584,11652.11692918092,7.851737184,0.0,75,11565,0,0,12.116929180920124
128,256,2048,true,0.97517568,1496.3193284347653,0.872415328,0.054526048,78,1292,111,7,8.319328434765339
128,256,4096,false,14.87929344,21919.073243625462,14.83105904,0.0,75,21841,0,0,3.073243625462055
128,256,4096,true,1.029701632,1588.985868729651,0.872415328,0.109052,74,1289,212,7,6.985868729650974
128,256,8192,false,28.86729728,42798.61852992326,28.789702752,0.0,77,42661,0,0,60.61852992326021
128,256,8192,true,1.138753536,1792.5844760611653,0.872415328,0.218103904,75,1288,415,7,7.584476061165333
128,256,16384,true,1.356857344,2206.048001535237,0.872415328,0.436207712,76,1295,823,7,5.0480015352368355
